tweet_id,user_id,tweet_timestamp,keyword,valence_intensity,fear_intensity,anger_intensity,happiness_intensity,sadness_intensity,sentiment,emotion
1222025183344513025,293708758,"2020-01-27 21-14-42",wuhan,0.48,0.516,0.43,0.241,0.351,"neutral or mixed","no specific emotion"
1222025507128201216,17225430,"2020-01-27 21-15-59",wuhan,0.357,0.633,0.565,0.221,0.496,negative,fear
1222025704809697281,22456513,"2020-01-27 21-16-46",wuhan,0.401,0.484,0.477,0.274,0.48,negative,fear
1222026745068417024,363011247,"2020-01-27 21-20-54",wuhan,0.544,0.452,0.45,0.326,0.398,positive,happiness
1222027093258559489,1207548394509438976,"2020-01-27 21-22-17",wuhan,0.624,0.274,0.317,0.5,0.314,positive,happiness
1222027401447661569,2152575379,"2020-01-27 21-23-31",wuhan,0.426,0.607,0.389,0.284,0.452,negative,fear
1222027772207349760,600803781,"2020-01-27 21-24-59",wuhan,0.676,0.324,0.277,0.527,0.262,positive,happiness
1222027966093250560,228606311,"2020-01-27 21-25-45",wuhan,0.394,0.578,0.538,0.161,0.454,negative,fear
1222028593104084994,67971437,"2020-01-27 21-28-15",wuhan,0.402,0.492,0.426,0.255,0.46,negative,fear
1222028823434153985,2152575379,"2020-01-27 21-29-10",wuhan,0.376,0.643,0.477,0.269,0.522,negative,fear
1222029179820150784,483253492,"2020-01-27 21-30-35",wuhan,0.5,0.485,0.41,0.343,0.468,"neutral or mixed","no specific emotion"
1222029215811293184,827903880050544640,"2020-01-27 21-30-43",wuhan,0.398,0.533,0.446,0.225,0.478,negative,fear
1222029771602685953,228606311,"2020-01-27 21-32-56",wuhan,0.465,0.546,0.354,0.284,0.424,negative,fear
1222029830318739457,3166553624,"2020-01-27 21-33-10",wuhan,0.417,0.539,0.432,0.222,0.442,negative,fear
1222030029170728960,209396725,"2020-01-27 21-33-57",wuhan,0.541,0.378,0.351,0.348,0.328,positive,happiness
1222030345576550400,863991186331250688,"2020-01-27 21-35-13",wuhan,0.496,0.471,0.354,0.306,0.436,"neutral or mixed","no specific emotion"
1222030846862884864,996093660071538688,"2020-01-27 21-37-12",wuhan,0.567,0.316,0.324,0.45,0.326,positive,happiness
1222030946594983937,25726625,"2020-01-27 21-37-36",wuhan,0.503,0.469,0.418,0.346,0.384,"neutral or mixed","no specific emotion"
1222031037900836864,2442370027,"2020-01-27 21-37-58",wuhan,0.371,0.573,0.505,0.159,0.474,negative,fear
1222031811892506626,1079911297,"2020-01-27 21-41-02",wuhan,0.39,0.684,0.457,0.257,0.536,negative,fear
1222033400095113217,21058332,"2020-01-27 21-47-21",wuhan,0.449,0.408,0.425,0.284,0.382,negative,anger
1222033581092024320,1207359781490626565,"2020-01-27 21-48-04",wuhan,0.502,0.365,0.337,0.335,0.35,"neutral or mixed","no specific emotion"
1222034368371146753,61002941,"2020-01-27 21-51-12",wuhan,0.328,0.55,0.543,0.167,0.549,negative,fear
1222034547174510594,4761200668,"2020-01-27 21-51-55",wuhan,0.412,0.59,0.425,0.293,0.46,negative,fear
1222035165549076485,261469511,"2020-01-27 21-54-22",wuhan,0.188,0.56,0.755,0.077,0.593,"very negative",anger
1222035341005246466,347568180,"2020-01-27 21-55-04",wuhan,0.464,0.536,0.427,0.307,0.458,negative,fear
1222035427651203072,784509729372372994,"2020-01-27 21-55-24",wuhan,0.451,0.575,0.379,0.32,0.42,negative,fear
1222035492591546368,7542942,"2020-01-27 21-55-40",wuhan,0.383,0.406,0.335,0.171,0.41,negative,sadness
1222035618080808961,23548206,"2020-01-27 21-56-10",wuhan,0.42,0.498,0.49,0.268,0.507,negative,sadness
1222035641132650497,36851833,"2020-01-27 21-56-15",wuhan,0.458,0.552,0.405,0.278,0.478,negative,fear
1222035848666836993,21790010,"2020-01-27 21-57-05",wuhan,0.39,0.488,0.543,0.25,0.529,negative,anger
1222036266411229189,884520898841251843,"2020-01-27 21-58-44",wuhan,0.496,0.445,0.44,0.309,0.42,"neutral or mixed","no specific emotion"
1222036584356360192,56470183,"2020-01-27 22-00-00",wuhan,0.588,0.451,0.352,0.458,0.376,positive,happiness
1222036964230094848,532018495,"2020-01-27 22-01-31",wuhan,0.559,0.325,0.368,0.418,0.351,positive,happiness
1222037013731241985,773578537764851712,"2020-01-27 22-01-43",wuhan,0.475,0.504,0.425,0.272,0.4,negative,fear
1222037401100419073,756217138172403714,"2020-01-27 22-03-15",wuhan,0.461,0.509,0.398,0.302,0.385,negative,fear
1222037871173021696,20545650,"2020-01-27 22-05-07",wuhan,0.582,0.352,0.348,0.389,0.292,positive,happiness
1222038062135480320,15019344,"2020-01-27 22-05-53",wuhan,0.429,0.58,0.443,0.25,0.442,negative,fear
1222038066962976769,22456513,"2020-01-27 22-05-54",wuhan,0.467,0.393,0.414,0.287,0.4,negative,anger
1222038800613773312,186131512,"2020-01-27 22-08-49",wuhan,0.471,0.524,0.408,0.365,0.492,negative,fear
1222039035255971840,2435476010,"2020-01-27 22-09-45",wuhan,0.433,0.519,0.434,0.276,0.429,negative,fear
1222039601004601344,785867439275905025,"2020-01-27 22-11-59",wuhan,0.391,0.58,0.485,0.245,0.498,negative,fear
1222040015875780609,1114795026146414593,"2020-01-27 22-13-38",wuhan,0.343,0.561,0.531,0.212,0.486,negative,fear
1222040108271955973,21586723,"2020-01-27 22-14-00",wuhan,0.386,0.499,0.42,0.205,0.438,negative,fear
1222041466668797952,17839398,"2020-01-27 22-19-24",wuhan,0.439,0.509,0.516,0.223,0.446,negative,anger
1222041704565329920,130667580,"2020-01-27 22-20-21",wuhan,0.435,0.611,0.433,0.314,0.471,negative,fear
1222041722366103553,3216036994,"2020-01-27 22-20-25",wuhan,0.471,0.496,0.327,0.268,0.42,negative,fear
1222042070308851712,925216168566251521,"2020-01-27 22-21-48",wuhan,0.463,0.666,0.431,0.339,0.519,negative,fear
1222042233848778757,3107207221,"2020-01-27 22-22-27",wuhan,0.528,0.455,0.39,0.356,0.407,positive,happiness
1222042249715781632,2845970692,"2020-01-27 22-22-31",corona,0.398,0.49,0.483,0.272,0.463,negative,fear
1222042652587122689,2267964218,"2020-01-27 22-24-07",wuhan,0.487,0.492,0.385,0.266,0.394,"neutral or mixed","no specific emotion"
1222042918321606656,469462262,"2020-01-27 22-25-10",corona,0.426,0.544,0.475,0.286,0.47,negative,fear
1222043499165470721,104787925,"2020-01-27 22-27-29",wuhan,0.384,0.56,0.545,0.238,0.486,negative,fear
1222043950439182336,908469443285614592,"2020-01-27 22-29-16",wuhan,0.35,0.68,0.479,0.199,0.523,negative,fear
1222044139295916033,2910149688,"2020-01-27 22-30-01",wuhan,0.404,0.645,0.466,0.268,0.502,negative,fear
1222044629769519105,1216968294139342849,"2020-01-27 22-31-58",corona,0.611,0.428,0.418,0.486,0.356,positive,happiness
1222044967956307968,981508545546944512,"2020-01-27 22-33-19",corona,0.443,0.365,0.496,0.293,0.346,negative,anger
1222045100202549248,2916277213,"2020-01-27 22-33-51",wuhan,0.365,0.49,0.54,0.277,0.469,negative,anger
1222045215961149442,781769677,"2020-01-27 22-34-18",wuhan,0.426,0.581,0.429,0.228,0.486,negative,fear
1222045273750458368,799452976704323585,"2020-01-27 22-34-32",corona,0.506,0.344,0.39,0.391,0.376,"neutral or mixed","no specific emotion"
1222045576621121536,17070252,"2020-01-27 22-35-44",wuhan,0.366,0.729,0.423,0.22,0.561,negative,fear
1222045582803468291,148969874,"2020-01-27 22-35-46",wuhan,0.53,0.455,0.319,0.346,0.35,positive,happiness
1222045783245172737,494655876,"2020-01-27 22-36-33",wuhan,0.512,0.415,0.402,0.344,0.297,"neutral or mixed","no specific emotion"
1222045951122001920,817868348671332352,"2020-01-27 22-37-13",corona,0.46,0.4,0.371,0.297,0.333,negative,fear
1222045955882717184,1062726231425200134,"2020-01-27 22-37-15",wuhan,0.63,0.252,0.222,0.472,0.257,positive,happiness
1222046122874679296,1129889517203283969,"2020-01-27 22-37-54",wuhan,0.474,0.555,0.372,0.242,0.391,negative,fear
1222046281641521152,1220789648395423745,"2020-01-27 22-38-32",wuhan,0.413,0.509,0.397,0.229,0.434,negative,fear
1222046847944024064,1042951237220687873,"2020-01-27 22-40-47",wuhan,0.43,0.544,0.48,0.34,0.464,negative,fear
1222047591883591681,353119109,"2020-01-27 22-43-45",wuhan,0.41,0.509,0.413,0.296,0.411,negative,fear
1222047724700221440,2544508153,"2020-01-27 22-44-16",wuhan,0.474,0.536,0.418,0.341,0.391,negative,fear
1222048017156648960,1042595091670609920,"2020-01-27 22-45-26",wuhan,0.408,0.575,0.449,0.256,0.44,negative,fear
1222048048567574530,3835396486,"2020-01-27 22-45-33",wuhan,0.404,0.74,0.442,0.287,0.502,negative,fear
1222048126329966594,3371595190,"2020-01-27 22-45-52",wuhan,0.544,0.405,0.369,0.361,0.304,positive,happiness
1222048144780857344,773312477048233984,"2020-01-27 22-45-56",wuhan,0.467,0.43,0.485,0.291,0.398,negative,anger
1222048267351003136,896804567987494912,"2020-01-27 22-46-26",wuhan,0.362,0.46,0.367,0.203,0.395,negative,fear
1222048535048151040,1122738573046763520,"2020-01-27 22-47-29",wuhan,0.516,0.431,0.407,0.346,0.414,"neutral or mixed","no specific emotion"
1222048602434023428,3363673752,"2020-01-27 22-47-46",wuhan,0.5,0.364,0.411,0.329,0.362,"neutral or mixed","no specific emotion"
1222048953241305090,51661036,"2020-01-27 22-49-09",wuhan,0.509,0.48,0.383,0.328,0.4,"neutral or mixed","no specific emotion"
1222049169256239104,397022426,"2020-01-27 22-50-01",corona,0.337,0.512,0.579,0.236,0.427,negative,anger
1222049444272599041,15962264,"2020-01-27 22-51-06",wuhan,0.241,0.685,0.566,0.139,0.572,"very negative",fear
1222049680101494784,1062044599,"2020-01-27 22-52-02",wuhan,0.406,0.55,0.49,0.26,0.46,negative,fear
1222050094343708673,1219059116951425024,"2020-01-27 22-53-41",corona,0.47,0.265,0.276,0.267,0.234,negative,anger
1222050151277178880,4127050882,"2020-01-27 22-53-55",corona,0.319,0.608,0.523,0.23,0.566,negative,fear
1222050279199084544,883593342117847042,"2020-01-27 22-54-25",wuhan,0.427,0.527,0.508,0.242,0.472,negative,fear
1222050308861255685,1207548394509438976,"2020-01-27 22-54-32",wuhan,0.573,0.296,0.396,0.487,0.316,positive,happiness
1222050539636174848,814272121241276416,"2020-01-27 22-55-27",wuhan,0.308,0.624,0.531,0.174,0.529,negative,fear
1222050650017546242,751867614,"2020-01-27 22-55-54",corona,0.458,0.516,0.441,0.282,0.485,negative,fear
1222050848437686272,967486074,"2020-01-27 22-56-41",wuhan,0.447,0.58,0.4,0.266,0.414,negative,fear
1222050863461490690,2959024723,"2020-01-27 22-56-45",corona,0.416,0.441,0.59,0.279,0.421,negative,anger
1222050967190814720,214968994,"2020-01-27 22-57-09",wuhan,0.478,0.375,0.383,0.372,0.44,negative,sadness
1222051225526468608,715953176902557696,"2020-01-27 22-58-11",wuhan,0.459,0.472,0.429,0.318,0.428,negative,fear
1222051419072516097,2227357081,"2020-01-27 22-58-57",wuhan,0.272,0.464,0.648,0.221,0.528,"very negative",anger
1222051508386070530,18210270,"2020-01-27 22-59-18",wuhan,0.523,0.519,0.416,0.371,0.4,positive,happiness
1222051540946407424,18210270,"2020-01-27 22-59-26",wuhan,0.485,0.544,0.436,0.371,0.422,"neutral or mixed","no specific emotion"
1222051584365953025,98972818,"2020-01-27 22-59-36",corona,0.456,0.46,0.458,0.291,0.388,negative,fear
1222051581002055680,30817345,"2020-01-27 22-59-36",corona,0.369,0.569,0.497,0.274,0.487,negative,fear
1222051593521991680,18210270,"2020-01-27 22-59-39",wuhan,0.496,0.538,0.421,0.373,0.402,"neutral or mixed","no specific emotion"
1222051600648196097,367818064,"2020-01-27 22-59-40",wuhan,0.367,0.726,0.422,0.224,0.56,negative,fear
1222051683892592640,15232635,"2020-01-27 23-00-00",wuhan,0.404,0.668,0.38,0.252,0.48,negative,fear
1222051776624459776,556019936,"2020-01-27 23-00-22",wuhan,0.36,0.595,0.534,0.281,0.519,negative,fear
1222051848930021377,1649051017,"2020-01-27 23-00-40",wuhan,0.31,0.592,0.493,0.181,0.484,negative,fear
1222051930203181056,1136055528273133569,"2020-01-27 23-00-59",wuhan,0.427,0.603,0.441,0.3,0.487,negative,fear
1222051932870561792,47014110,"2020-01-27 23-01-00",wuhan,0.432,0.554,0.434,0.278,0.418,negative,fear
1222051943243227136,855295030369542144,"2020-01-27 23-01-02",corona,0.461,0.491,0.446,0.295,0.369,negative,fear
1222052162504540160,773578537764851712,"2020-01-27 23-01-54",wuhan,0.549,0.385,0.393,0.356,0.377,positive,happiness
1222052416461443072,60708409,"2020-01-27 23-02-55",wuhan,0.525,0.409,0.479,0.484,0.328,positive,happiness
1222052486606815232,1013655814844833792,"2020-01-27 23-03-12",corona,0.379,0.567,0.42,0.227,0.49,negative,fear
1222052733655699456,44207412,"2020-01-27 23-04-11",wuhan,0.384,0.693,0.451,0.233,0.514,negative,fear
1222052869865705472,2593734654,"2020-01-27 23-04-43",wuhan,0.491,0.423,0.421,0.339,0.364,"neutral or mixed","no specific emotion"
1222052910143426561,935710991756681216,"2020-01-27 23-04-53",corona,0.409,0.411,0.542,0.304,0.435,negative,anger
1222052925666557952,85400161,"2020-01-27 23-04-56",wuhan,0.645,0.349,0.277,0.498,0.286,positive,happiness
1222053147385810946,1125624161391394816,"2020-01-27 23-05-49",wuhan,0.509,0.398,0.443,0.3,0.379,"neutral or mixed","no specific emotion"
1222053269607833600,1074196800087584769,"2020-01-27 23-06-18",corona,0.338,0.575,0.488,0.183,0.584,negative,sadness
1222053332413571072,98972818,"2020-01-27 23-06-33",corona,0.588,0.31,0.275,0.427,0.371,positive,happiness
1222053580296708096,2857162861,"2020-01-27 23-07-32",corona,0.376,0.639,0.498,0.321,0.562,negative,fear
1222054144359321600,950639513298026496,"2020-01-27 23-09-47",corona,0.252,0.621,0.65,0.251,0.566,"very negative",anger
1222054374664392706,926948746276958209,"2020-01-27 23-10-42",corona,0.537,0.23,0.313,0.264,0.266,positive,happiness
1222054524707385350,3066855883,"2020-01-27 23-11-18",wuhan,0.495,0.474,0.403,0.318,0.382,"neutral or mixed","no specific emotion"
1222054709961187328,1178487096324968449,"2020-01-27 23-12-02",wuhan,0.606,0.366,0.342,0.475,0.4,positive,happiness
1222054885299900416,2959024723,"2020-01-27 23-12-43",corona,0.571,0.359,0.309,0.449,0.275,positive,happiness
1222054889423101953,920871168068018177,"2020-01-27 23-12-44",corona,0.324,0.616,0.634,0.179,0.597,negative,anger
1222055100593557504,68801253,"2020-01-27 23-13-35",corona,0.471,0.292,0.484,0.368,0.322,negative,anger
1222055153815019521,26331374,"2020-01-27 23-13-48",wuhan,0.396,0.494,0.509,0.301,0.462,negative,anger
1222055216096280576,806695257916182529,"2020-01-27 23-14-02",wuhan,0.374,0.687,0.492,0.173,0.496,negative,fear
1222055246760775681,621335481,"2020-01-27 23-14-10",wuhan,0.379,0.705,0.476,0.248,0.528,negative,fear
1222055251542331392,946693972038074370,"2020-01-27 23-14-11",corona,0.448,0.614,0.442,0.347,0.434,negative,fear
1222055315656540160,880742515,"2020-01-27 23-14-26",corona,0.385,0.51,0.578,0.283,0.488,negative,anger
1222055328780439552,85019443,"2020-01-27 23-14-29",corona,0.423,0.52,0.468,0.321,0.423,negative,fear
1222055508200194048,2319438324,"2020-01-27 23-15-12",wuhan,0.478,0.604,0.392,0.333,0.416,negative,fear
1222055545302962176,2273428920,"2020-01-27 23-15-21",corona,0.57,0.222,0.308,0.425,0.316,positive,happiness
1222055580962938880,3817741632,"2020-01-27 23-15-29",wuhan,0.518,0.348,0.385,0.285,0.352,"neutral or mixed","no specific emotion"
1222055716590178304,19181549,"2020-01-27 23-16-02",wuhan,0.427,0.598,0.37,0.317,0.469,negative,fear
1222055825285402624,763543232898666498,"2020-01-27 23-16-28",wuhan,0.438,0.335,0.435,0.276,0.358,negative,anger
1222055853181763586,2878355193,"2020-01-27 23-16-34",wuhan,0.515,0.435,0.395,0.384,0.355,"neutral or mixed","no specific emotion"
1222055885138055173,244681501,"2020-01-27 23-16-42",corona,0.496,0.381,0.426,0.294,0.364,"neutral or mixed","no specific emotion"
1222055989479763968,204399831,"2020-01-27 23-17-07",corona,0.352,0.506,0.408,0.242,0.499,negative,fear
1222056059222626304,2595374522,"2020-01-27 23-17-23",corona,0.399,0.52,0.55,0.311,0.454,negative,anger
1222056105141919744,1163531782425157632,"2020-01-27 23-17-34",wuhan,0.343,0.493,0.472,0.15,0.474,negative,fear
1222056308930531328,597836793,"2020-01-27 23-18-23",wuhan,0.426,0.619,0.422,0.274,0.465,negative,fear
1222056393215225857,917528904587411456,"2020-01-27 23-18-43",corona,0.333,0.657,0.49,0.212,0.532,negative,fear
1222056488149094401,101893603,"2020-01-27 23-19-06",corona,0.403,0.585,0.507,0.23,0.498,negative,fear
1222056538673729536,1176378420206473216,"2020-01-27 23-19-18",corona,0.423,0.353,0.458,0.236,0.39,negative,anger
1222056610220007424,714362483750735872,"2020-01-27 23-19-35",corona,0.372,0.597,0.517,0.252,0.475,negative,fear
1222056690075353088,467139327,"2020-01-27 23-19-54",corona,0.27,0.583,0.675,0.134,0.592,"very negative",anger
1222056750666268673,1040071350512050176,"2020-01-27 23-20-08",corona,0.355,0.643,0.475,0.224,0.466,negative,fear
1222057144230588421,65410543,"2020-01-27 23-21-42",wuhan,0.503,0.496,0.39,0.345,0.448,"neutral or mixed","no specific emotion"
1222057227764273153,1064871964068769792,"2020-01-27 23-22-02",wuhan,0.41,0.537,0.424,0.262,0.501,negative,fear
1222057236928835584,15308015,"2020-01-27 23-22-04",wuhan,0.357,0.542,0.446,0.147,0.462,negative,fear
1222057282818772992,904740870817120256,"2020-01-27 23-22-15",wuhan,0.497,0.538,0.405,0.346,0.397,"neutral or mixed","no specific emotion"
1222057284588785665,1141321972552331264,"2020-01-27 23-22-16",corona,0.674,0.379,0.337,0.571,0.267,positive,happiness
1222057293262606341,737884892843892736,"2020-01-27 23-22-18",corona,0.298,0.538,0.566,0.204,0.523,"very negative",anger
1222057321456599040,1025186618108530689,"2020-01-27 23-22-24",wuhan,0.455,0.655,0.427,0.296,0.52,negative,fear
1222057416314851330,20548784,"2020-01-27 23-22-47",wuhan,0.54,0.385,0.428,0.43,0.405,positive,happiness
1222057432131756032,40737712,"2020-01-27 23-22-51",wuhan,0.415,0.521,0.433,0.29,0.412,negative,fear
1222057472317366272,1160756714,"2020-01-27 23-23-00",corona,0.29,0.532,0.63,0.154,0.5,"very negative",anger
1222057479602941952,60756131,"2020-01-27 23-23-02",wuhan,0.44,0.703,0.413,0.252,0.505,negative,fear
1222057495100739585,394315856,"2020-01-27 23-23-06",wuhan,0.416,0.491,0.548,0.326,0.441,negative,anger
1222057529821274113,436404986,"2020-01-27 23-23-14",corona,0.36,0.538,0.557,0.207,0.473,negative,anger
1222057535466700801,1022331218610741250,"2020-01-27 23-23-15",corona,0.379,0.676,0.481,0.304,0.528,negative,fear
1222057546317385728,921266500387840000,"2020-01-27 23-23-18",corona,0.456,0.569,0.475,0.308,0.476,negative,fear
1222057696033030144,885308499953016835,"2020-01-27 23-23-54",wuhan,0.474,0.42,0.39,0.41,0.369,negative,fear
1222057857186533376,2446376029,"2020-01-27 23-24-32",corona,0.288,0.568,0.548,0.203,0.514,"very negative",fear
1222057980553781250,1203501060691763201,"2020-01-27 23-25-01",corona,0.423,0.421,0.456,0.306,0.34,negative,anger
1222057981979844614,784509729372372994,"2020-01-27 23-25-02",wuhan,0.416,0.604,0.421,0.287,0.437,negative,fear
1222058237702201349,1079911297,"2020-01-27 23-26-03",wuhan,0.482,0.438,0.381,0.34,0.394,"neutral or mixed","no specific emotion"
1222058280303751168,2959024723,"2020-01-27 23-26-13",corona,0.497,0.3,0.308,0.356,0.309,"neutral or mixed","no specific emotion"
1222058355474059264,151442562,"2020-01-27 23-26-31",corona,0.337,0.645,0.514,0.133,0.507,negative,fear
1222058365112610817,3020748501,"2020-01-27 23-26-33",wuhan,0.451,0.523,0.333,0.333,0.349,negative,fear
1222058363862675456,210679476,"2020-01-27 23-26-33",wuhan,0.451,0.523,0.333,0.333,0.349,negative,fear
1222058363485212672,231883981,"2020-01-27 23-26-33",wuhan,0.451,0.523,0.333,0.333,0.349,negative,fear
1222058367595663360,1040351731,"2020-01-27 23-26-34",corona,0.544,0.509,0.402,0.385,0.396,positive,happiness
1222058456733093888,368799101,"2020-01-27 23-26-55",wuhan,0.551,0.398,0.402,0.408,0.399,positive,happiness
1222058519597342721,733426685857517570,"2020-01-27 23-27-10",corona,0.291,0.403,0.541,0.206,0.413,"very negative",anger
1222058525511127040,1097863033295036416,"2020-01-27 23-27-11",corona,0.41,0.549,0.465,0.272,0.454,negative,fear
1222058751231873024,3749777352,"2020-01-27 23-28-05",wuhan,0.38,0.701,0.466,0.189,0.454,negative,fear
1222058754914439168,2959024723,"2020-01-27 23-28-06",corona,0.43,0.425,0.462,0.281,0.463,negative,sadness
1222058784169680896,3007553071,"2020-01-27 23-28-13",wuhan,0.44,0.411,0.466,0.284,0.397,negative,anger
1222059049383972864,355510338,"2020-01-27 23-29-16",corona,0.446,0.552,0.453,0.318,0.4,negative,fear
1222059124256595970,1141321972552331264,"2020-01-27 23-29-34",wuhan,0.478,0.452,0.449,0.299,0.414,negative,fear
1222059347666251776,2993628072,"2020-01-27 23-30-27",wuhan,0.368,0.627,0.466,0.263,0.455,negative,fear
1222059356793069568,1146388765088333824,"2020-01-27 23-30-30",corona,0.46,0.422,0.413,0.229,0.306,negative,fear
1222059402716418048,2651660186,"2020-01-27 23-30-41",corona,0.328,0.58,0.578,0.202,0.484,negative,fear
1222059402716418048,2651660186,"2020-01-27 23-30-41",wuhan,0.328,0.58,0.578,0.202,0.484,negative,fear
1222059476808679425,1201800572988473344,"2020-01-27 23-30-58",wuhan,0.455,0.585,0.415,0.328,0.47,negative,fear
1222059505082490880,798198050074357760,"2020-01-27 23-31-05",corona,0.304,0.563,0.525,0.208,0.536,negative,fear
1222059509448708096,1116078398923608064,"2020-01-27 23-31-06",wuhan,0.443,0.422,0.49,0.249,0.404,negative,anger
1222059508454711297,132486094,"2020-01-27 23-31-06",wuhan,0.473,0.417,0.408,0.319,0.398,negative,fear
1222059673429274624,814916008192286720,"2020-01-27 23-31-45",corona,0.576,0.191,0.276,0.447,0.247,positive,happiness
1222059789116755970,2612164220,"2020-01-27 23-32-13",wuhan,0.403,0.512,0.484,0.226,0.476,negative,fear
1222059848877080576,1111618097776078850,"2020-01-27 23-32-27",corona,0.351,0.564,0.513,0.207,0.503,negative,fear
1222059885275291649,97664800,"2020-01-27 23-32-36",wuhan,0.42,0.596,0.442,0.263,0.48,negative,fear
1222060000329326593,181446044,"2020-01-27 23-33-03",wuhan,0.532,0.395,0.392,0.384,0.375,positive,happiness
1222060061851299841,918276020,"2020-01-27 23-33-18",wuhan,0.327,0.533,0.583,0.17,0.507,negative,anger
1222060314084069376,2422440325,"2020-01-27 23-34-18",corona,0.436,0.432,0.41,0.331,0.427,negative,fear
1222060441087537152,363508272,"2020-01-27 23-34-48",corona,0.417,0.539,0.46,0.318,0.442,negative,fear
1222060466895228929,944441203390599168,"2020-01-27 23-34-54",corona,0.316,0.543,0.445,0.168,0.496,negative,fear
1222060788204167171,1739014854,"2020-01-27 23-36-11",corona,0.423,0.472,0.4,0.222,0.384,negative,fear
1222060848950042624,45758111,"2020-01-27 23-36-25",corona,0.491,0.526,0.418,0.364,0.424,"neutral or mixed","no specific emotion"
1222060848950042624,45758111,"2020-01-27 23-36-25",wuhan,0.491,0.526,0.418,0.364,0.424,"neutral or mixed","no specific emotion"
1222060941866496000,1043254716,"2020-01-27 23-36-47",corona,0.313,0.623,0.564,0.278,0.565,negative,fear
1222060937890254849,2959024723,"2020-01-27 23-36-47",corona,0.591,0.245,0.26,0.406,0.264,positive,happiness
1222060972522606592,144783514,"2020-01-27 23-36-55",wuhan,0.443,0.53,0.446,0.354,0.47,negative,fear
1222061012821663750,147278028,"2020-01-27 23-37-04",corona,0.413,0.508,0.477,0.29,0.521,negative,sadness
1222061199786987521,25451167,"2020-01-27 23-37-49",wuhan,0.363,0.659,0.457,0.192,0.48,negative,fear
1222061670727483392,389177966,"2020-01-27 23-39-41",wuhan,0.331,0.473,0.6,0.258,0.482,negative,anger
1222061755515334657,3310149588,"2020-01-27 23-40-01",wuhan,0.502,0.44,0.409,0.339,0.425,"neutral or mixed","no specific emotion"
1222061859114823680,991759411013185537,"2020-01-27 23-40-26",wuhan,0.378,0.512,0.466,0.222,0.448,negative,fear
1222061937162276865,161295171,"2020-01-27 23-40-45",wuhan,0.496,0.422,0.387,0.355,0.364,"neutral or mixed","no specific emotion"
1222062039134162950,255566443,"2020-01-27 23-41-09",wuhan,0.516,0.43,0.472,0.343,0.4,"neutral or mixed","no specific emotion"
1222062117865476096,151298264,"2020-01-27 23-41-28",corona,0.45,0.449,0.422,0.267,0.388,negative,fear
1222062433231155200,3410544915,"2020-01-27 23-42-43",corona,0.432,0.577,0.47,0.293,0.499,negative,fear
1222062564051443712,353119109,"2020-01-27 23-43-14",corona,0.368,0.479,0.461,0.216,0.421,negative,fear
1222062613078650880,915436742,"2020-01-27 23-43-26",wuhan,0.32,0.581,0.598,0.192,0.494,negative,anger
1222062658251194368,1029196400775507968,"2020-01-27 23-43-37",corona,0.278,0.851,0.514,0.286,0.617,"very negative",fear
1222062790636032000,1109378404875300869,"2020-01-27 23-44-08",wuhan,0.427,0.642,0.455,0.261,0.431,negative,fear
1222062970017988608,586139166,"2020-01-27 23-44-51",corona,0.448,0.534,0.42,0.275,0.384,negative,fear
1222063041287794688,884520898841251843,"2020-01-27 23-45-08",wuhan,0.268,0.584,0.571,0.158,0.545,"very negative",fear
1222063046140530689,34613951,"2020-01-27 23-45-09",wuhan,0.449,0.479,0.415,0.281,0.36,negative,fear
1222063199001800704,436932835,"2020-01-27 23-45-46",corona,0.349,0.533,0.529,0.201,0.432,negative,fear
1222063325355311104,1222050042439184385,"2020-01-27 23-46-16",wuhan,0.357,0.714,0.503,0.224,0.588,negative,fear
1222063529278099456,818490880965242882,"2020-01-27 23-47-04",corona,0.261,0.565,0.766,0.222,0.49,"very negative",anger
1222063647263883264,3040547942,"2020-01-27 23-47-33",corona,0.115,0.713,0.713,0.155,0.702,"very negative",anger
1222063653878284288,632439489,"2020-01-27 23-47-34",wuhan,0.487,0.528,0.398,0.331,0.445,"neutral or mixed","no specific emotion"
1222063719250718720,216525016,"2020-01-27 23-47-50",corona,0.403,0.455,0.667,0.312,0.442,negative,anger
1222063801803005952,282405219,"2020-01-27 23-48-09",wuhan,0.458,0.552,0.445,0.345,0.431,negative,fear
1222063866961694720,784509729372372994,"2020-01-27 23-48-25",wuhan,0.452,0.63,0.452,0.329,0.473,negative,fear
1222063865338331136,776580395663892480,"2020-01-27 23-48-25",corona,0.477,0.636,0.489,0.344,0.461,negative,fear
1222063934321987584,4631869602,"2020-01-27 23-48-41",corona,0.523,0.434,0.397,0.434,0.376,positive,happiness
1222063965389365248,278656676,"2020-01-27 23-48-48",wuhan,0.349,0.582,0.516,0.204,0.513,negative,fear
1222064020796014592,312697726,"2020-01-27 23-49-02",wuhan,0.344,0.589,0.508,0.245,0.476,negative,fear
1222064081470992387,236737162,"2020-01-27 23-49-16",wuhan,0.526,0.41,0.342,0.374,0.413,positive,happiness
1222064110025748480,102748653,"2020-01-27 23-49-23",wuhan,0.563,0.442,0.374,0.395,0.375,positive,happiness
1222064321708118016,746148149895507968,"2020-01-27 23-50-13",wuhan,0.45,0.503,0.448,0.313,0.41,negative,fear
1222064335280721920,1082069261592350721,"2020-01-27 23-50-17",corona,0.528,0.268,0.355,0.336,0.325,positive,happiness
